COMID,Flow_cfs,StreamOrder,SizeClass,slope,GradientClass
20944016,0.027,3,HW,1.00E-05,Very low
20944018,346.253,5,MR,1.01E-05,Very low
20944020,340.029,5,MR,1.00E-05,Very low
20944022,12.5,3,LC,1.00E-05,Very low
20944024,0,3,,-9998,Very low
20944026,0.195,1,HW,0.00361702,Low
20944028,327.133,5,MR,1.00E-05,Very low
20944030,327.503,5,MR,1.00E-05,Very low
20944032,0.585,1,HW,0.00183982,Low
20944034,12.499,3,LC,1.00E-05,Very low
20944036,11.286,3,LC,1.00E-05,Very low
20944038,0.708,1,HW,1.00E-05,Very low
20944040,0,1,,-9998,Very low
20944042,6.408,2,SC,1.00E-05,Very low
20944044,4.408,2,SC,1.00E-05,Very low
20944046,0.936,1,HW,0.00093959,Very low
20944048,7.184,1,SC,1.27E-05,Very low
20944050,1.223,2,HW,0.0034903,Low
20944052,1.174,2,HW,0.0376923,Moderate High
20944054,0.198,1,HW,0.00645569,Moderate
20944056,0.036,1,HW,0.04484848,High
20944058,0.176,1,HW,0.0042647,Low
20944060,0.295,1,HW,0.01037037,Moderate
20944062,361.864,5,MR,1.00E-05,Very low
20944872,0,1,,0.02851851,Moderate High
20944874,0.457,1,HW,0.03013698,Moderate High
20944876,0.594,1,HW,0.0001875,Very low
20944878,0.621,1,HW,0.03065217,Moderate High
20944880,0.015,1,HW,0.01328244,Moderate
20944882,0.884,2,HW,0.00452531,Low
20944884,0.331,1,HW,0.01010526,Moderate
20944886,0.751,1,HW,0.00615214,Moderate
20944888,0.688,2,HW,0.0077185,Moderate
20944890,2.166,2,SC,0.00420318,Low
20944892,3.238,2,SC,1.00E-05,Very low
20944894,0.502,1,HW,0.01417808,Moderate
20944896,0.312,1,HW,0.00477508,Low
20944898,10.436,3,LC,0.00366216,Low
20944900,0.48,1,HW,0.00215384,Low
20944902,3.24,2,SC,1.00E-05,Very low
20944904,1.161,2,HW,0.00967088,Moderate
20944906,0.048,2,HW,1.00E-05,Very low
20944908,22.131,4,LC,0.00429268,Low
20944910,21.116,4,LC,1.00E-05,Very low
20944912,0.327,1,HW,0.00830078,Moderate
20944914,0.316,1,HW,0.01738275,Moderate
20944916,11.163,3,LC,0.00072322,Very low
20944918,3.292,2,SC,8.00E-04,Very low
20944920,0.991,1,HW,0.0062053,Moderate
20944922,0.797,2,HW,0.01381443,Moderate
20944924,2.061,2,SC,0.00379562,Low
20944926,23.297,4,LC,0.00202224,Low
20944928,3.297,2,SC,0.00042553,Very low
20944930,0.478,1,HW,0.00706033,Moderate
20944932,0.812,2,HW,0.00798449,Moderate
20944934,0.6,1,HW,0.01110898,Moderate
20944936,0.536,1,HW,0.01223591,Moderate
20944938,0.016,2,HW,0.00018779,Very low
20944940,0.029,1,HW,0.0300813,Moderate High
20944942,0.408,1,HW,0.01207534,Moderate
20944944,0.287,1,HW,0.01598947,Moderate
20944946,2.604,2,SC,0.00319277,Low
20944948,3.32,2,SC,0.00173515,Low
20944950,0.734,2,HW,0.00693939,Moderate
20944952,1.54,2,HW,0.00290909,Low
20944954,0.508,1,HW,0.00648542,Moderate
20944956,1.202,2,HW,0.00864406,Moderate
20944958,1.358,2,HW,0.00906141,Moderate
20944962,0.377,1,HW,0.01230139,Moderate
20944964,11.224,3,LC,0.00368421,Low
20944966,0.207,1,HW,0.00966277,Moderate
20944968,0.179,1,HW,0.01685563,Moderate
20944970,0.791,1,HW,0.00737391,Moderate
20944972,2.734,3,SC,0.00171568,Low
20944974,0,1,,1.00E-05,Very low
20944976,2.342,3,SC,0.00477528,Low
20944978,0.625,1,HW,0.00994902,Moderate
20944980,0.05,1,HW,0.00633802,Moderate
20944982,3.43,3,SC,0.00407908,Low
20944984,0.941,2,HW,0.00667029,Moderate
20944986,0.408,1,HW,0.01292887,Moderate
20944988,0.117,1,HW,0.00727135,Moderate
20944990,0.764,1,HW,0.01372986,Moderate
20944992,24.229,4,LC,0.00164694,Low
20944994,4.848,3,SC,0.00301886,Low
20944996,29.083,4,LC,0.00282051,Low
20944998,0.004,3,HW,0.03,Moderate High
20945000,0.532,2,HW,0.009447,Moderate
20945002,4.847,3,SC,0.00335604,Low
20945004,0.535,1,HW,0.01142305,Moderate
20945006,0.288,1,HW,0.01567931,Moderate
20945008,0.282,1,HW,0.01367491,Moderate
20945010,29.689,4,LC,0.00232804,Low
20945012,29.118,4,LC,0.00325955,Low
20945014,0.438,1,HW,0.01114535,Moderate
20945016,0.371,1,HW,0.01555555,Moderate
20945018,0.166,1,HW,0.01387942,Moderate
20945020,0.462,1,HW,0.01296011,Moderate
20945022,0.858,2,HW,0.00988847,Moderate
20945024,0.418,1,HW,0.01929175,Moderate
20945026,3.085,3,SC,0.00372462,Low
20945028,1.157,2,HW,0.00338144,Low
20945030,0.565,1,HW,0.01362578,Moderate
20945032,0.501,1,HW,0.00710327,Moderate
20945034,0.968,1,HW,0.01945515,Moderate
20945036,11.952,3,LC,0.0009537,Very low
20945038,0.31,1,HW,0.01179571,Moderate
20945040,1.17,2,HW,0.01101796,Moderate
20945042,0.195,1,HW,0.0335178,Moderate High
20945044,0.296,1,HW,0.01414342,Moderate
20945046,12.494,3,LC,0.00043535,Very low
20945048,0.15,1,HW,0.02060189,Moderate High
20945050,1.321,2,HW,0.00316698,Low
20945052,0.212,1,HW,0.01829268,Moderate
20945054,4.643,3,SC,0.00502718,Moderate
20945056,1.247,2,HW,0.0076395,Moderate
20945058,1.856,2,HW,0.00732692,Moderate
20945060,30.119,4,LC,0.00077166,Very low
20945062,0.314,1,HW,0.01773955,Moderate
20945064,0.9,2,HW,0.01013333,Moderate
20945066,2.168,2,SC,0.00291666,Low
20945068,6.5,3,SC,0.00271117,Low
20945070,0.154,1,HW,0.01177954,Moderate
20945072,0.234,1,HW,0.01427375,Moderate
20945074,3.608,3,SC,0.00355932,Low
20945076,2.261,2,SC,0.00508771,Moderate
20945078,3.889,3,SC,0.00217391,Low
20945080,1.638,2,HW,0.00381313,Low
20945082,30.367,4,LC,0.00278688,Low
20945084,3.923,3,SC,0.00391829,Low
20945086,3.103,3,SC,0.00451951,Low
20945088,0.299,1,HW,0.00578282,Moderate
20945090,3.906,3,SC,0.0061165,Moderate
20945092,2.676,2,SC,0.0063617,Moderate
20945094,0.239,1,HW,0.01629482,Moderate
20945096,0.166,1,HW,0.02184625,Moderate High
20945098,0.417,1,HW,0.01521663,Moderate
20945100,1.017,2,HW,0.01134538,Moderate
20945102,1.833,2,HW,0.00671415,Moderate
20945104,2.136,2,SC,0.00565042,Moderate
20945106,0.447,1,HW,0.01289571,Moderate
20945108,0.316,1,HW,0.01309334,Moderate
20945110,3.458,3,SC,0.0044063,Low
20945112,0.189,1,HW,0.01313559,Moderate
20945114,0.183,1,HW,0.01697239,Moderate
20945116,0.195,1,HW,0.00820512,Moderate
20945118,0.153,1,HW,0.01521619,Moderate
20945120,1.393,2,HW,1.00E-05,Very low
20945122,0.58,1,HW,0.0135254,Moderate
20945124,5.886,3,SC,0.00210672,Low
20945126,2.669,2,SC,0.00331058,Low
20945128,0.745,2,HW,0.01007121,Moderate
20945130,0.532,1,HW,0.00821064,Moderate
20945132,0.181,1,HW,0.03495557,Moderate High
20945134,35.349,4,LC,0.00128489,Low
20945136,0.658,1,HW,0.02746018,Moderate High
20945138,0.934,2,HW,0.00986681,Moderate
20945140,0.516,1,HW,0.01310402,Moderate
20945142,19.278,4,LC,0.0034374,Low
20945144,0.473,1,HW,-9998,Very low
20945146,0.109,1,HW,0.02147582,Moderate High
20945148,1.655,2,HW,0.01427368,Moderate
20945150,3.502,3,SC,0.00427902,Low
20945152,2.815,3,SC,0.00455805,Low
20945154,0.021,1,HW,0.0059375,Moderate
20945156,3.986,3,SC,0.00553246,Moderate
20945158,5.177,3,SC,0.00784,Moderate
20945160,3.125,2,SC,0.00367446,Low
20945162,36.244,4,LC,0.00065346,Very low
20945164,0.233,1,HW,0.02027535,Moderate High
20945166,1.485,1,HW,0.00710113,Moderate
20945168,0.322,1,HW,0.00792067,Moderate
20945170,0.407,1,HW,0.00424772,Low
20945172,2.878,3,SC,0.0005459,Very low
20945174,0.631,1,HW,0.01485535,Moderate
20945176,0.386,1,HW,0.00914095,Moderate
20945178,6.857,3,SC,0.00175585,Low
20945180,36.865,4,LC,0.00126108,Low
20945182,0.203,1,HW,0.0136463,Moderate
20945184,0.267,1,HW,0.01030389,Moderate
20945186,13.714,3,LC,0.00145586,Low
20945188,0.744,2,HW,0.0037037,Low
20945190,37.912,4,LC,0.00031446,Very low
20945192,19.909,4,LC,0.00217339,Low
20945194,7.164,3,SC,0.00319832,Low
20945196,0.218,1,HW,0.01508343,Moderate
20945198,0.747,2,HW,0.0108018,Moderate
20945200,5.685,3,SC,0.00437605,Low
20945202,0.097,1,HW,0.00954545,Moderate
20945204,39.858,4,LC,0.00167509,Low
20945206,0.418,2,HW,0.01433685,Moderate
20945208,4.681,3,SC,0.00420101,Low
20945210,75.649,5,SR,1.00E-05,Very low
20945212,54.234,4,SR,0.00126926,Low
20945214,0.179,1,HW,0.01076923,Moderate
20945216,80.334,5,SR,1.00E-05,Very low
20945218,0.54,1,HW,0.02862603,Moderate High
20945220,1.043,2,HW,0.00485054,Low
20945222,0.322,1,HW,0.01395123,Moderate
20945224,55.684,4,SR,0.00190291,Low
20945226,6.456,3,SC,0.00260416,Low
20945228,38.701,4,LC,0.0011284,Low
20945230,39.473,4,LC,0.00341186,Low
20945232,1.781,2,HW,0.00799043,Moderate
20945234,39.183,4,LC,0.00042196,Very low
20945236,0.306,1,HW,0.01836714,Moderate
20945238,3.787,3,SC,0.00429058,Low
20945240,0.452,1,HW,0.01945261,Moderate
20945242,2.233,2,SC,0.00493754,Low
20945244,0.95,2,HW,0.00659574,Moderate
20945246,0.408,1,HW,0.01579908,Moderate
20945248,80.736,5,SR,1.00E-05,Very low
20945250,0.269,1,HW,0.01957059,Moderate
20945252,2.565,2,SC,0.0056923,Moderate
20945254,0.437,1,HW,0.01871639,Moderate
20945256,0.198,1,HW,0.01786301,Moderate
20945258,0.225,1,HW,0.02296067,Moderate High
20945260,0.633,1,HW,0.00908996,Moderate
20945262,4.311,3,SC,0.00043478,Very low
20945264,0.738,1,HW,0.0118906,Moderate
20945266,81.013,5,SR,0.00469601,Low
20945268,0.444,1,HW,0.0108106,Moderate
20945270,0.188,1,HW,0.01148501,Moderate
20945272,3.048,2,SC,0.00619599,Moderate
20945274,0.589,1,HW,0.01348395,Moderate
20945276,7.908,3,SC,0.002586,Low
20945278,0.222,1,HW,0.00835944,Moderate
20945280,0.535,1,HW,0.00981543,Moderate
20945282,7.931,3,SC,1.00E-05,Very low
20945284,0.007,3,HW,1.00E-05,Very low
20945286,81.848,5,SR,0.00298611,Low
20945288,1.785,2,HW,0.00405353,Low
20945290,1.175,1,HW,0.00698291,Moderate
20945292,81.876,5,SR,0.00103296,Low
20945294,0.021,5,HW,0.00155629,Low
20945296,0.2,1,HW,0.01620287,Moderate
20945298,7.952,3,SC,0.00557692,Moderate
20945300,3.384,2,SC,0.00362989,Low
20945302,4.63,3,SC,0.00410201,Low
20945304,0.678,1,HW,0.01571262,Moderate
20945306,0.226,1,HW,0.01202675,Moderate
20945308,5.318,3,SC,1.00E-05,Very low
20945310,0.243,1,HW,0.01756773,Moderate
20945312,0.355,1,HW,0.01490424,Moderate
20945314,0.316,1,HW,0.02306818,Moderate High
20945316,8.091,3,SC,0.00246663,Low
20945318,7.905,3,SC,0.00392235,Low
20945320,0.416,1,HW,0.01759057,Moderate
20945322,82.068,5,SR,0.00066942,Very low
20945324,82.485,5,SR,1.00E-05,Very low
20945328,0.731,1,HW,0.01233762,Moderate
20945330,0.22,1,HW,0.00933879,Moderate
20945332,0.178,1,HW,0.01015224,Moderate
20945334,0.323,1,HW,0.02282639,Moderate High
20945336,11.48,3,LC,0.00272819,Low
20945338,0.403,1,HW,0.01885634,Moderate
20945340,0.133,1,HW,0.01758241,Moderate
20945342,16.111,4,LC,0.00013847,Very low
20945344,5.819,3,SC,0.00379804,Low
20945346,0.387,1,HW,0.01211901,Moderate
20945348,6.035,3,SC,0.00213282,Low
20945350,0.375,1,HW,0.01620745,Moderate
20945352,2.728,2,SC,0.00404347,Low
20945354,11.941,3,LC,0.00060906,Very low
20945356,5.568,3,SC,0.00262102,Low
20945358,0.222,1,HW,0.02904,Moderate High
20945360,82.919,5,SR,1.00E-05,Very low
20945362,0.807,1,HW,0.00675425,Moderate
20945364,5.187,3,SC,0.00251745,Low
20945366,0.205,1,HW,0.0114543,Moderate
20945368,0.457,1,HW,0.01488269,Moderate
20945370,15.068,3,LC,0.00371615,Low
20945372,7.448,3,SC,0.00502095,Moderate
20945374,0.946,1,HW,0.01046959,Moderate
20945376,0.649,1,HW,0.01091743,Moderate
20945378,10.384,3,LC,0.00196448,Low
20945380,1.704,2,HW,0.00640926,Moderate
20945382,0.218,1,HW,0.01757637,Moderate
20945384,22.186,4,LC,0.00166849,Low
20945386,0.566,1,HW,0.01448867,Moderate
20945388,23.028,4,LC,0.00574468,Moderate
20945390,0.697,2,HW,0.00415119,Low
20945392,0.539,1,HW,0.01164684,Moderate
20945394,0.197,1,HW,0.01900576,Moderate
20945396,93.564,5,SR,0.00199469,Low
20945398,0.138,1,HW,0.02399837,Moderate High
20945400,1.54,2,HW,0.00429109,Low
20945402,1.221,2,HW,0.00803335,Moderate
20945404,0.367,1,HW,0.01293418,Moderate
20945406,15.342,3,LC,0.00254512,Low
20945408,1.645,2,HW,0.00420382,Low
20945410,0.84,1,HW,0.01002486,Moderate
20945412,2.668,3,SC,0.00746386,Moderate
20945414,3.653,3,SC,0.00378525,Low
20945416,0.211,1,HW,0.02436416,Moderate High
20945418,1.792,2,HW,0.00677,Moderate
20945420,0.898,1,HW,0.00828113,Moderate
20945422,2.068,2,SC,0.00284552,Low
20945424,0.502,1,HW,0.01593516,Moderate
20945426,0.867,2,HW,0.00847411,Moderate
20945428,0.026,5,HW,1.00E-05,Very low
20945430,2.005,2,SC,0.00272869,Low
20945432,0.259,1,HW,0.01425839,Moderate
20945434,15.815,3,LC,0.00063798,Very low
20945436,93.722,5,SR,1.00E-05,Very low
20945438,1.315,2,HW,0.00724667,Moderate
20945440,16.092,3,LC,0.00323671,Low
20945442,0.443,2,HW,0.02152542,Moderate High
20945444,0.248,1,HW,0.01741646,Moderate
20945446,1.187,1,HW,0.01046654,Moderate
20945448,24.048,4,LC,1.00E-05,Very low
20945450,24.051,4,LC,1.00E-05,Very low
20945452,0.252,1,HW,0.01744957,Moderate
20945454,0.183,1,HW,0.01747346,Moderate
20945456,2.426,2,SC,0.0045394,Low
20945458,0.933,1,HW,0.00803528,Moderate
20945460,26.492,4,LC,0.00092526,Very low
20945462,0.013,4,HW,0.00146892,Low
20945464,0.18,1,HW,0.02152218,Moderate High
20945466,0.932,1,HW,0.0127793,Moderate
20945468,94.369,5,SR,0.00085778,Very low
20945470,0.264,1,HW,0.01154892,Moderate
20945472,0.663,1,HW,0.01386211,Moderate
20945474,0.247,1,HW,0.01262872,Moderate
20945476,1.009,1,HW,0.00853003,Moderate
20945478,2.117,2,SC,1.00E-05,Very low
20945480,0.201,1,HW,0.01144959,Moderate
20945482,0.963,2,HW,0.00762008,Moderate
20945484,0.511,1,HW,0.01326538,Moderate
20945486,1.349,1,HW,0.00435244,Low
20945488,17.695,3,LC,0.00177784,Low
20945490,0.351,1,HW,0.01665444,Moderate
20945492,0.427,1,HW,0.0139493,Moderate
20945494,0.185,1,HW,0.01785422,Moderate
20945496,95.372,5,SR,0.00031336,Very low
20945498,2.365,2,SC,0.00647151,Moderate
20945500,0.311,1,HW,0.0163065,Moderate
20945502,0.23,1,HW,0.01549079,Moderate
20945504,19.387,3,LC,0.0025019,Low
20945506,0.756,1,HW,0.00742697,Moderate
20945508,0.239,1,HW,0.01253578,Moderate
20945510,1.765,2,HW,0.00417624,Low
20945512,0.647,1,HW,0.01197665,Moderate
20945514,1.587,2,HW,0.00789855,Moderate
20945516,0.979,2,HW,0.00464968,Low
20945518,97.779,5,SR,0.00194092,Low
20945520,0.526,1,HW,0.01140297,Moderate
20945522,0.193,1,HW,0.01663752,Moderate
20945524,2.413,2,SC,0.001653,Low
20945526,1.222,1,HW,0.00406658,Low
20945528,2.606,2,SC,0.00789317,Moderate
20945530,21.311,3,LC,1.00E-05,Very low
20945532,0,3,,1.00E-05,Very low
20945534,21.275,3,LC,0.01555555,Moderate
20945536,1.278,2,HW,0.00739379,Moderate
20945538,0.174,1,HW,0.01217522,Moderate
20945540,21.452,3,LC,0.00065727,Very low
20945542,0.569,1,HW,0.01114412,Moderate
20945544,26.904,4,LC,0.00076957,Very low
20945546,19.995,3,LC,0.00173758,Low
20945548,2.045,2,SC,0.00385847,Low
20945550,27.48,4,LC,0.00087248,Very low
20945552,3.846,2,SC,0.00088122,Very low
20945554,21.902,3,LC,0.00123788,Low
20945556,0.315,1,HW,0.01786354,Moderate
20945558,5.759,3,SC,0.00101639,Low
20945560,1.862,2,HW,0.00313065,Low
20945562,0.825,1,HW,0.01546309,Moderate
20945564,0.525,1,HW,0.00793686,Moderate
20945566,0.937,2,HW,0.00982442,Moderate
20945568,0.252,1,HW,0.01791063,Moderate
20945570,27.846,4,LC,1.00E-05,Very low
20945572,27.846,4,LC,1.00E-05,Very low
20945576,24.13,3,LC,0.00088247,Very low
20945578,24.664,3,LC,0.00223684,Low
20945580,0.152,4,HW,1.00E-05,Very low
20945582,0.639,1,HW,0.00986494,Moderate
20945584,3.197,2,SC,0.00304964,Low
20945586,28.032,4,LC,0.0015547,Low
20945588,0.417,1,HW,0.01578234,Moderate
20945590,0.213,1,HW,0.01729588,Moderate
20945592,99.059,5,SR,0.00030958,Very low
20945594,1.276,1,HW,0.00784157,Moderate
20945596,0.59,1,HW,0.00815424,Moderate
20945598,0.337,1,HW,0.02053009,Moderate High
20945600,0.358,1,HW,0.00981818,Moderate
20945602,168.501,5,SR,1.00E-05,Very low
20945604,3.956,2,SC,0.00256837,Low
20945606,0.583,1,HW,0.01305167,Moderate
20945608,100.513,5,SR,0.00147037,Low
20945610,0.215,1,HW,0.0102939,Moderate
20945612,0.206,1,HW,0.01396673,Moderate
20945614,0.347,1,HW,0.01080068,Moderate
20945616,101.197,5,SR,1.00E-05,Very low
20945618,0.761,2,HW,0.00347504,Low
20945620,125.887,5,SR,1.00E-05,Very low
20945622,0.602,1,HW,0.01036391,Moderate
20945624,0.543,1,HW,0.00800464,Moderate
20945626,0.283,1,HW,0.00946574,Moderate
20945628,1.135,1,HW,0.0067065,Moderate
20945630,196.772,5,SR,1.00E-05,Very low
20945632,140.923,5,SR,0.00375538,Low
20945634,140.481,5,SR,0.00288966,Low
20945636,0.514,2,HW,0.00461538,Low
20945638,0.313,1,HW,0.01203125,Moderate
20945640,142.644,5,SR,0.00097156,Very low
20945642,143.437,5,SR,0.00088223,Very low
20945644,0.168,1,HW,0.01628411,Moderate
20945646,0.611,1,HW,0.00994632,Moderate
20945648,1.111,2,HW,0.00078431,Very low
20945650,1.088,2,HW,0.00893481,Moderate
20945652,4.51,2,SC,0.00364992,Low
20945654,136.278,5,SR,0.01595141,Moderate
20945656,8.753,3,SC,1.00E-05,Very low
20945658,1.402,1,HW,1.00E-05,Very low
20945660,23.411,4,LC,0.00329719,Low
20945662,0.247,1,HW,0.02023781,Moderate High
20945664,0.275,1,HW,0.00028368,Very low
20945666,10.566,3,LC,0.00345394,Low
20945668,135.656,5,SR,0.00333333,Low
20945670,0.372,1,HW,0.01071556,Moderate
20945672,11.796,3,LC,0.00199463,Low
20945674,135.238,5,SR,1.00E-05,Very low
20945676,0.262,1,HW,0.01550518,Moderate
20945678,1.472,1,HW,0.00619967,Moderate
20945680,6.544,3,SC,0.00162266,Low
20945682,13.431,3,LC,0.0038,Low
20945684,0.744,1,HW,0.01078161,Moderate
20945686,0.432,1,HW,0.01469088,Moderate
20945688,139.913,5,SR,1.00E-05,Very low
20945690,136.636,5,SR,1.00E-05,Very low
20945692,24.49,4,LC,0.00056547,Very low
20945694,12.312,3,LC,1.00E-05,Very low
20945696,127.111,5,SR,1.00E-05,Very low
20945698,12.285,3,LC,0.00047706,Very low
20945700,0.042,3,HW,0.00290076,Low
20945702,0.632,1,HW,0.0013924,Low
20945704,0.001,1,HW,1.00E-05,Very low
20945706,197.707,5,SR,1.00E-05,Very low
20945708,2.01,2,SC,0.00218382,Low
20945710,0.035,3,HW,0.01117863,Moderate
20945712,8.124,3,SC,1.00E-05,Very low
20945714,0.276,1,HW,0.01882741,Moderate
20945716,22.892,4,LC,0.00141419,Low
20945718,13.603,3,LC,0.00721202,Moderate
20945720,8.119,3,SC,0.00148633,Low
20945722,199.774,5,SR,0.00307125,Low
20945724,0.647,1,HW,0.01687156,Moderate
20945726,138.833,5,SR,1.00E-05,Very low
20945728,8.073,3,SC,1.00E-05,Very low
20945730,22.343,4,LC,0.00090467,Very low
20945732,0.398,5,HW,0.00249377,Low
20945734,138.778,5,SR,1.00E-05,Very low
20945736,4.239,3,SC,0.00426366,Low
20945738,0.777,2,HW,0.00904021,Moderate
20945740,0.139,1,HW,0.01728744,Moderate
20945742,13.86,3,LC,0.00332084,Low
20945744,137.054,5,SR,1.00E-05,Very low
20945746,138.278,5,SR,1.00E-05,Very low
20945748,1.523,2,HW,0.00411468,Low
20945750,19.37,3,LC,0.0021875,Low
20945752,1.65,3,HW,0.0148421,Moderate
20945754,21.288,4,LC,0.00421789,Low
20945756,0.731,2,HW,0.00268907,Low
20945758,4.922,2,SC,0.00668803,Moderate
20945760,0.181,1,HW,0.01694158,Moderate
20945762,1.178,2,HW,0.00343695,Low
20945764,5.02,2,SC,0.0068,Moderate
20945766,0.945,1,HW,0.01079494,Moderate
20945768,4.745,2,SC,0.00442113,Low
20945770,2.304,2,SC,0.00535433,Moderate
20945772,5.263,2,SC,0.00340659,Low
20945774,0.186,1,HW,0.01794597,Moderate
20945776,2.019,2,SC,0.00528779,Moderate
20945778,0.98,1,HW,0.01305777,Moderate
20945780,3.056,2,SC,0.00393263,Low
20945782,7.519,3,SC,0.00040769,Very low
20945784,0.42,1,HW,0.01038164,Moderate
20945786,0.413,1,HW,0.02020933,Moderate High
20945788,0.571,2,HW,0.01336696,Moderate
20945790,0.278,1,HW,0.01245501,Moderate
20945792,0.831,1,HW,0.01035795,Moderate
20945794,0.552,1,HW,0.00682833,Moderate
20945796,0.724,1,HW,0.01556568,Moderate
20945798,0.597,1,HW,0.01414802,Moderate
20945800,1.158,2,HW,0.00915239,Moderate
20945802,0.164,1,HW,0.00326162,Low
20945804,2.365,2,SC,0.00217805,Low
20945806,0.535,1,HW,0.0138387,Moderate
20945808,208.582,5,MR,0.00066541,Very low
20945810,4.287,2,SC,0.00460735,Low
20945812,0.418,1,HW,0.00579126,Moderate
20945814,0.226,1,HW,0.02347801,Moderate High
20945816,1.737,2,HW,0.00664262,Moderate
20945818,0.488,1,HW,0.02298087,Moderate High
20945820,0.309,1,HW,0.00570012,Moderate
20945822,209.173,5,MR,1.00E-05,Very low
20945824,2.594,2,SC,0.00268041,Low
20945826,0.086,1,HW,0.02324532,Moderate High
20945828,0.709,2,HW,0.00900428,Moderate
20945830,0.301,1,HW,0.02320938,Moderate High
20945832,0.235,1,HW,0.02180112,Moderate High
20945834,0.316,1,HW,0.02200555,Moderate High
20945836,211.805,5,MR,0.00094339,Very low
20945838,0.571,2,HW,0.0112461,Moderate
20945840,4.645,2,SC,0.005075,Moderate
20945842,0.319,1,HW,0.01693922,Moderate
20945844,0.173,1,HW,0.02527818,Moderate High
20945846,1.032,2,HW,0.00237479,Low
20945848,1.601,2,HW,0.00993902,Moderate
20945850,0.487,1,HW,0.01500978,Moderate
20945852,0.445,1,HW,0.01498863,Moderate
20945854,0.402,1,HW,0.01633802,Moderate
20945856,0.223,1,HW,0.01184782,Moderate
20945858,0.265,1,HW,0.01282383,Moderate
20945860,213.025,5,MR,0.00189338,Low
20945862,3.719,2,SC,0.00556427,Moderate
20945864,213.863,5,MR,0.00208791,Low
20945866,0.313,1,HW,0.02006342,Moderate High
20945868,0.727,1,HW,0.01398488,Moderate
20945870,1.913,2,HW,0.00452291,Low
20945872,0.344,1,HW,0.01075523,Moderate
20945874,0.444,1,HW,0.01002803,Moderate
20945876,0.638,1,HW,0.01307518,Moderate
20945878,0.189,1,HW,0.01986251,Moderate
20945880,0.256,1,HW,0.02254916,Moderate High
20945882,0.218,1,HW,0.0129525,Moderate
20945884,0.591,1,HW,0.01818369,Moderate
20945886,1.155,2,HW,0.0032061,Low
20945888,0.242,1,HW,0.0141824,Moderate
20945890,0.416,1,HW,0.01528094,Moderate
20945892,0.702,1,HW,0.01588334,Moderate
20945896,0.784,1,HW,0.00951369,Moderate
20945898,0.732,2,HW,0.00459183,Low
20945900,0.477,1,HW,0.01020618,Moderate
20945902,0.469,1,HW,0.00866832,Moderate
20945904,0.404,1,HW,0.01740938,Moderate
20945906,0.541,1,HW,0.01125876,Moderate
20945908,0.773,1,HW,0.01736922,Moderate
20945910,0.186,1,HW,0.01120679,Moderate
20945912,0.803,1,HW,0.01007115,Moderate
20945914,1.175,2,HW,0.00509893,Moderate
20945916,0.209,1,HW,0.01503524,Moderate
20945918,0.489,1,HW,0.01078291,Moderate
20945920,1.002,2,HW,0.00220338,Low
20945922,0.807,1,HW,0.01247232,Moderate
20945924,1.705,2,HW,0.00630824,Moderate
20945926,1.647,2,HW,0.0057946,Moderate
20945928,0.614,1,HW,0.01284632,Moderate
20945930,0.184,1,HW,0.02943925,Moderate High
20945932,1.481,2,HW,0.00615353,Moderate
20945934,1.55,1,HW,0.00489943,Low
20945936,1.954,1,HW,0.00957979,Moderate
20945938,0.252,1,HW,0.02028134,Moderate High
20945940,3.577,3,SC,0.00574468,Moderate
20945942,3.057,3,SC,0.00309694,Low
20945944,0.512,1,HW,0.01197287,Moderate
20945946,0.662,1,HW,0.00420995,Low
20945948,3.896,3,SC,0.0043618,Low
20945950,12.578,3,LC,0.00249271,Low
20945952,0.344,1,HW,0.0097426,Moderate
20945954,4.287,3,SC,0.00200836,Low
20945958,0.384,1,HW,0.01271186,Moderate
20945960,0.765,1,HW,0.01061431,Moderate
20945962,0.521,1,HW,0.01823432,Moderate
20945964,0.807,1,HW,0.00887135,Moderate
20945966,4.838,3,SC,0.00447467,Low
20945968,0.479,1,HW,0.01954627,Moderate
20945970,2.087,2,SC,0.00395933,Low
20945972,0.702,1,HW,0.0107436,Moderate
20945974,22.348,4,LC,1.00E-05,Very low
20945976,7.516,2,SC,0.00312401,Low
20945978,0.16,1,HW,0.01867291,Moderate
20945980,0.261,1,HW,0.01113778,Moderate
20945982,1.244,2,HW,0.00468954,Low
20945984,16.96,4,LC,0.00049504,Very low
20945986,16.764,4,LC,0.00135379,Low
20945988,20.211,4,LC,0.00205731,Low
20945990,17.681,4,LC,0.00023437,Very low
20945992,7.139,2,SC,0.00375208,Low
20945994,0.611,1,HW,-9998,Very low
20945996,2.268,2,SC,0.00556908,Moderate
20945998,23.381,4,LC,1.00E-05,Very low
20946000,6.762,2,SC,0.00266435,Low
20946002,0.127,1,HW,0.01344743,Moderate
20946004,2.941,2,SC,1.00E-05,Very low
20946006,24.061,4,LC,0.00194331,Low
20946008,1.619,2,HW,0.0041451,Low
20946010,24.707,4,LC,1.00E-05,Very low
20946012,6.173,2,SC,0.0009062,Very low
20946014,0.744,1,HW,0.01196445,Moderate
20946016,0.293,1,HW,0.01875878,Moderate
20946018,0.442,1,HW,0.01375048,Moderate
20946020,0.221,1,HW,0.01363694,Moderate
20946022,34.136,4,LC,0.00259649,Low
20946024,26.561,4,LC,1.04E-05,Very low
20946026,0.199,1,HW,0.01503097,Moderate
